feature,coefficient,abs_coefficient
num__vehicle_occupants_valid_count,0.18601411837840892,0.18601411837840892
cat__vehicle_type_code_1_sedan,0.18583756860768472,0.18583756860768472
cat__borough_unknown,-0.1856258984489231,0.1856258984489231
cat__zip_code_11369,0.18513973758650007,0.18513973758650007
cat__zip_code_10010,0.18507604652142895,0.18507604652142895
cat__contributing_factor_vehicle_2_turning improperly,-0.1848087162394364,0.1848087162394364
cat__vehicle_type_code_4_ambulance,0.18441751082426208,0.18441751082426208
cat__contributing_factor_vehicle_2_pedestrian/bicyclist/other pedestrian error/confusion,0.18388307594933556,0.18388307594933556
cat__vehicle_type_code_4_e-scooter,-0.18316410198534946,0.18316410198534946
cat__contributing_factor_vehicle_2_following too closely,-0.1827725170137775,0.1827725170137775
cat__vehicle_type_code_2_station wagon/sport utility vehicle,0.18243187418861664,0.18243187418861664
cat__zip_code_11356,-0.18192367202111911,0.18192367202111911
cat__vehicle_type_code_5_station wagon/sport utility vehicle,-0.18173618148419662,0.18173618148419662
cat__zip_code_11230,0.1814962639655939,0.1814962639655939
cat__zip_code_group_11230,0.1814962639655939,0.1814962639655939
cat__vehicle_type_code_5_ford super,0.17906359780278794,0.17906359780278794
cat__vehicle_type_code_3_limo,0.17512848206448833,0.17512848206448833
cat__zip_code_11104,-0.17439047011844142,0.17439047011844142
cat__zip_code_11203,0.17353130100566524,0.17353130100566524
cat__zip_code_group_11203,0.17353130100566524,0.17353130100566524
cat__zip_code_10031,0.17162300223095,0.17162300223095
cat__borough_staten island,0.17146821731112896,0.17146821731112896
cat__zip_code_10307,-0.17104682767593862,0.17104682767593862
cat__zip_code_11239,0.17005584325117923,0.17005584325117923
cat__zip_code_11694,-0.16940490709790557,0.16940490709790557
cat__contributing_factor_vehicle_1_other vehicular,-0.16900120157953336,0.16900120157953336
cat__vehicle_type_code_3_box truck,-0.1670561360678541,0.1670561360678541
cat__zip_code_11368,-0.16703173667976765,0.16703173667976765
cat__zip_code_group_11368,-0.16703173667976765,0.16703173667976765
cat__zip_code_11225,0.16604135143480558,0.16604135143480558
cat__vehicle_type_code_5_ambulance,-0.16600407046293272,0.16600407046293272
cat__contributing_factor_vehicle_1_steering failure,-0.16554691224453455,0.16554691224453455
cat__contributing_factor_vehicle_1_alcohol involvement,-0.1647042928306301,0.1647042928306301
cat__zip_code_group_11215,-0.16159317905795578,0.16159317905795578
cat__zip_code_11215,-0.16159317905795578,0.16159317905795578
cat__contributing_factor_vehicle_3_unknown,0.16082306509183236,0.16082306509183236
cat__zip_code_10473,-0.1600375069738436,0.1600375069738436
cat__zip_code_10306,-0.15862059179965507,0.15862059179965507
cat__zip_code_11367,0.15780825521318348,0.15780825521318348
cat__vehicle_type_code_1_pick-up truck,-0.15742484573256832,0.15742484573256832
cat__zip_code_11205,-0.1568952530705788,0.1568952530705788
cat__vehicle_type_code_5_motorcycle,-0.15689293439945756,0.15689293439945756
cat__zip_code_11418,0.15637448171236287,0.15637448171236287
cat__vehicle_type_code_5_snow plow,-0.15563578204631395,0.15563578204631395
cat__vehicle_type_code_1_ambulance,-0.154537737418907,0.154537737418907
cat__zip_code_group_11211,-0.15421979955161405,0.15421979955161405
cat__zip_code_11211,-0.15421979955161405,0.15421979955161405
cat__zip_code_10472,-0.15009867924899026,0.15009867924899026
cat__zip_code_group_10472,-0.15009867924899026,0.15009867924899026
cat__zip_code_11238,0.1493872600514201,0.1493872600514201
cat__vehicle_type_code_5_tractor truck diesel,-0.1472814662795947,0.1472814662795947
cat__zip_code_10469,0.14583831512743578,0.14583831512743578
cat__zip_code_group_10469,0.14583831512743578,0.14583831512743578
cat__zip_code_10007,-0.14567535969792916,0.14567535969792916
num__person_age_valid_count,0.14459064283436054,0.14459064283436054
cat__vehicle_type_code_2_other,0.14166497907284545,0.14166497907284545
cat__contributing_factor_vehicle_2_traffic control device improper/non-working,-0.1402039365244222,0.1402039365244222
cat__zip_code_11417,0.1396017973427451,0.1396017973427451
cat__vehicle_type_code_2_tractor truck diesel,0.13949433268546688,0.13949433268546688
num__person_male_count,0.13912706225182683,0.13912706225182683
cat__contributing_factor_vehicle_2_passing or lane usage improper,-0.13714767685490287,0.13714767685490287
cat__vehicle_type_code_5_taxi,-0.13683873122380363,0.13683873122380363
cat__zip_code_11004,0.13594100955962823,0.13594100955962823
cat__vehicle_type_code_5_unknown,-0.134830850419009,0.134830850419009
num__ped_role_passenger_count,0.1345463382416023,0.1345463382416023
cat__zip_code_11217,-0.1345126028566444,0.1345126028566444
cat__zip_code_group_11217,-0.1345126028566444,0.1345126028566444
cat__season_winter,-0.13416928810453826,0.13416928810453826
cat__zip_code_10018,-0.13368556625270014,0.13368556625270014
cat__zip_code_10107,0.13355426550854116,0.13355426550854116
cat__zip_code_11237,-0.1325538975047702,0.1325538975047702
cat__contributing_factor_vehicle_3_fell asleep,-0.1322547501469062,0.1322547501469062
cat__zip_code_10152,0.13152812927542804,0.13152812927542804
cat__contributing_factor_vehicle_2_passenger distraction,0.13150459266104494,0.13150459266104494
cat__contributing_factor_vehicle_2_glare,-0.13104750363303364,0.13104750363303364
cat__zip_code_group_10035,0.13095743834411916,0.13095743834411916
cat__zip_code_10035,0.13095743834411916,0.13095743834411916
cat__zip_code_10453,0.12932362863906902,0.12932362863906902
cat__vehicle_type_code_5_concrete mixer,0.1288775773452434,0.1288775773452434
cat__contributing_factor_vehicle_2_pavement slippery,-0.1285534870500552,0.1285534870500552
cat__zip_code_10168,-0.12836215488842448,0.12836215488842448
num__vehicle_year_mean,-0.12797283763912398,0.12797283763912398
cat__contributing_factor_vehicle_2_reaction to uninvolved vehicle,-0.1259323037746789,0.1259323037746789
cat__contributing_factor_vehicle_2_outside car distraction,-0.1252681510942719,0.1252681510942719
cat__vehicle_type_code_2_subn,-0.12511501867131827,0.12511501867131827
cat__zip_code_11433,0.12470767943785234,0.12470767943785234
cat__zip_code_10475,0.12451319791066592,0.12451319791066592
cat__season_fall,-0.12357360807038781,0.12357360807038781
cat__vehicle_type_code_3_sedan,-0.12323824498347895,0.12323824498347895
cat__zip_code_group_11206,-0.12318388978592229,0.12318388978592229
cat__zip_code_11206,-0.12318388978592229,0.12318388978592229
cat__contributing_factor_vehicle_2_backing unsafely,-0.12290347386596864,0.12290347386596864
cat__vehicle_type_code_5_sedan,-0.12274779472509173,0.12274779472509173
cat__zip_code_10122,-0.12262194532563878,0.12262194532563878
cat__contributing_factor_vehicle_1_brakes defective,0.1220898800921571,0.1220898800921571
cat__vehicle_type_code_4_limo,-0.12147685253402915,0.12147685253402915
cat__vehicle_type_code_4_box truck,0.1211321312030985,0.1211321312030985
cat__contributing_factor_vehicle_1_reaction to uninvolved vehicle,-0.12094587506905048,0.12094587506905048
num__safety_belt_count,-0.12040702806064822,0.12040702806064822
num__person_pedestrian_share,0.11771336327760991,0.11771336327760991
cat__zip_code_10002,0.11729079185748734,0.11729079185748734
cat__zip_code_group_10002,0.11729079185748734,0.11729079185748734
cat__contributing_factor_vehicle_2_unknown,0.11727620623589528,0.11727620623589528
cat__zip_code_10158,-0.11615156857202079,0.11615156857202079
cat__zip_code_11360,0.11574348505718265,0.11574348505718265
cat__zip_code_group_10456,-0.11567339167360352,0.11567339167360352
cat__zip_code_10456,-0.11567339167360352,0.11567339167360352
cat__contributing_factor_vehicle_2_view obstructed/limited,0.11506753280680515,0.11506753280680515
cat__zip_code_11040,0.1148285701612777,0.1148285701612777
cat__vehicle_type_code_3_taxi,-0.114763123864857,0.114763123864857
cat__vehicle_type_code_2_pk,-0.11465380444253587,0.11465380444253587
cat__contributing_factor_vehicle_2_aggressive driving/road rage,-0.1139436615985639,0.1139436615985639
num__has_emergency_vehicle,-0.11323865137823393,0.11323865137823393
cat__zip_code_group_11420,0.11265440780084768,0.11265440780084768
cat__zip_code_11420,0.11265440780084768,0.11265440780084768
cat__vehicle_type_code_5_other,-0.11232529863709349,0.11232529863709349
cat__contributing_factor_vehicle_2_driverless/runaway vehicle,0.11213425882985145,0.11213425882985145
cat__zip_code_11105,-0.11124297051672793,0.11124297051672793
cat__contributing_factor_vehicle_1_driver inattention/distraction,-0.1109380886142622,0.1109380886142622
cat__zip_code_11207,0.10960962515027325,0.10960962515027325
cat__zip_code_10308,-0.1082726481917405,0.1082726481917405
cat__zip_code_10020,0.1072756619026422,0.1072756619026422
cat__zip_code_11693,0.10623744496872797,0.10623744496872797
cat__zip_code_10470,0.10566115176241168,0.10566115176241168
cat__zip_code_10474,-0.10564347023953365,0.10564347023953365
cat__zip_code_group_10459,-0.1055653232203361,0.1055653232203361
cat__zip_code_10459,-0.1055653232203361,0.1055653232203361
cat__zip_code_11372,-0.10396070290991599,0.10396070290991599
cat__zip_code_group_11372,-0.10396070290991599,0.10396070290991599
num__has_backing_precrash,-0.10394185495304001,0.10394185495304001
cat__contributing_factor_vehicle_1_driverless/runaway vehicle,0.1031948424001751,0.1031948424001751
cat__season_spring,-0.10266082743448225,0.10266082743448225
cat__zip_code_10458,-0.10042039350650109,0.10042039350650109
cat__zip_code_group_10458,-0.10042039350650109,0.10042039350650109
cat__zip_code_group_10019,0.09889265894421437,0.09889265894421437
cat__zip_code_10019,0.09889265894421437,0.09889265894421437
cat__zip_code_10301,0.09874748474707803,0.09874748474707803
cat__contributing_factor_vehicle_5_passing too closely,-0.09854012939985486,0.09854012939985486
cat__vehicle_type_code_1_station wagon/sport utility vehicle,0.09722793992402791,0.09722793992402791
cat__zip_code_group_other,-0.09556648533732988,0.09556648533732988
cat__zip_code_10103,0.09527576702008547,0.09527576702008547
cat__vehicle_type_code_2_chassis cab,0.09465142345963677,0.09465142345963677
cat__zip_code_group_11207,0.09456719581205451,0.09456719581205451
cat__zip_code_10304,-0.09424094241754609,0.09424094241754609
cat__zip_code_11428,0.09404065056810292,0.09404065056810292
cat__zip_code_10280,0.09392040127722961,0.09392040127722961
cat__zip_code_group_11223,0.09322698021047843,0.09322698021047843
cat__zip_code_11223,0.09322698021047843,0.09322698021047843
cat__zip_code_10038,-0.09269403227321855,0.09269403227321855
cat__contributing_factor_vehicle_4_alcohol involvement,-0.09254900650154177,0.09254900650154177
cat__zip_code_10467,-0.09226244514853252,0.09226244514853252
cat__zip_code_group_10467,-0.09226244514853252,0.09226244514853252
cat__zip_code_10012,0.09127967863692461,0.09127967863692461
cat__vehicle_type_code_4_van,0.09045504636673095,0.09045504636673095
num__vehicle_occupants_max,0.08992580691125968,0.08992580691125968
cat__vehicle_type_code_3_other,0.08981539093930721,0.08981539093930721
cat__zip_code_10001,-0.08858140933837767,0.08858140933837767
cat__zip_code_group_10001,-0.08858140933837767,0.08858140933837767
cat__vehicle_type_code_2_ambulance,0.08856532582715862,0.08856532582715862
num__vehicle_records_count,-0.08788942841459287,0.08788942841459287
cat__zip_code_11208,0.08769755338377509,0.08769755338377509
cat__zip_code_group_11208,0.08769755338377509,0.08769755338377509
cat__vehicle_type_code_3_motorscooter,-0.0870328371923498,0.0870328371923498
cat__vehicle_type_code_2_tow truck / wrecker,-0.0865694481976434,0.0865694481976434
cat__vehicle_type_code_2_limo,0.0864068701187068,0.0864068701187068
cat__zip_code_11218,0.0857940313107283,0.0857940313107283
cat__zip_code_group_11218,0.0857940313107283,0.0857940313107283
cat__zip_code_group_10013,-0.08508175259864177,0.08508175259864177
cat__zip_code_10013,-0.08508175259864177,0.08508175259864177
cat__zip_code_11421,0.08320084122677834,0.08320084122677834
cat__vehicle_type_code_3_pick-up truck,-0.08280688396548443,0.08280688396548443
num__has_off_street,-0.08232389377785458,0.08232389377785458
cat__contributing_factor_vehicle_2_alcohol involvement,0.08221874849926587,0.08221874849926587
cat__vehicle_type_code_2_moped,-0.08086474780993161,0.08086474780993161
cat__vehicle_type_code_2_concrete mixer,0.07957339103883367,0.07957339103883367
cat__contributing_factor_vehicle_1_failure to keep right,-0.07925344940787744,0.07925344940787744
cat__zip_code_group_10457,-0.07795439394241267,0.07795439394241267
cat__zip_code_10457,-0.07795439394241267,0.07795439394241267
cat__zip_code_11357,-0.07781203393563003,0.07781203393563003
cat__vehicle_type_code_3_station wagon/sport utility vehicle,-0.07682742558813031,0.07682742558813031
cat__vehicle_type_code_1_flat bed,-0.07643663847043097,0.07643663847043097
cat__zip_code_group_10027,0.0753319072101325,0.0753319072101325
cat__zip_code_10027,0.0753319072101325,0.0753319072101325
cat__vehicle_type_code_2_motorcycle,-0.07443777613267574,0.07443777613267574
cat__borough_queens,0.0743825586703536,0.0743825586703536
cat__zip_code_10461,0.07358871964500525,0.07358871964500525
cat__vehicle_type_code_2_convertible,0.07199268380682926,0.07199268380682926
cat__zip_code_11224,-0.07197970032200615,0.07197970032200615
cat__vehicle_type_code_2_pick-up truck,0.07195987871954432,0.07195987871954432
cat__contributing_factor_vehicle_4_view obstructed/limited,0.07159643078391377,0.07159643078391377
cat__zip_code_10309,0.07157179925267192,0.07157179925267192
num__driver_male_share,-0.07089835255767417,0.07089835255767417
cat__zip_code_10154,-0.07079266770813637,0.07079266770813637
num__has_bus_vehicle,-0.06996471739638381,0.06996471739638381
cat__zip_code_11366,0.0697042844913493,0.0697042844913493
cat__zip_code_10016,0.06951968733798738,0.06951968733798738
cat__zip_code_group_10016,0.06951968733798738,0.06951968733798738
cat__zip_code_11427,-0.06933495856264922,0.06933495856264922
cat__vehicle_type_code_2_unknown,0.06771021338931119,0.06771021338931119
cat__zip_code_group_11101,-0.06723103017252245,0.06723103017252245
cat__zip_code_11101,-0.06723103017252245,0.06723103017252245
cat__vehicle_type_code_5_moped,0.06660957836422157,0.06660957836422157
cat__vehicle_type_code_1_concrete mixer,0.06577507917867689,0.06577507917867689
cat__zip_code_10069,0.06551961087684319,0.06551961087684319
cat__zip_code_11365,-0.06255090713159006,0.06255090713159006
cat__vehicle_type_code_4_pedicab,0.06241547643757637,0.06241547643757637
cat__vehicle_type_code_4_tow truck / wrecker,-0.06220109078581638,0.06220109078581638
cat__zip_code_group_11235,0.06113561673611062,0.06113561673611062
cat__zip_code_11235,0.06113561673611062,0.06113561673611062
cat__season_summer,-0.060570900326390925,0.060570900326390925
cat__zip_code_11209,0.05947026634194395,0.05947026634194395
cat__zip_code_10466,0.05938239573669761,0.05938239573669761
cat__zip_code_group_10466,0.05938239573669761,0.05938239573669761
cat__vehicle_type_code_2_unk,0.05930042562621011,0.05930042562621011
cat__contributing_factor_vehicle_4_passing too closely,-0.059273536210612675,0.059273536210612675
cat__zip_code_11415,-0.058972726533455304,0.058972726533455304
cat__zip_code_10314,0.05882830251526122,0.05882830251526122
cat__zip_code_10462,-0.058073092289565933,0.058073092289565933
cat__zip_code_group_10462,-0.058073092289565933,0.058073092289565933
cat__zip_code_11436,0.05786908039139183,0.05786908039139183
cat__vehicle_type_code_2_box truck,-0.057657717230584826,0.057657717230584826
cat__zip_code_11204,0.0575473142837071,0.0575473142837071
cat__zip_code_group_11204,0.0575473142837071,0.0575473142837071
cat__vehicle_type_code_4_tractor truck gasoline,-0.05742283615123073,0.05742283615123073
cat__zip_code_11106,0.056829839811540536,0.056829839811540536
cat__zip_code_11214,-0.05593428371102137,0.05593428371102137
cat__zip_code_group_11214,-0.05593428371102137,0.05593428371102137
cat__zip_code_group_10451,-0.055342900006485625,0.055342900006485625
cat__zip_code_10451,-0.055342900006485625,0.055342900006485625
cat__vehicle_type_code_3_pk,-0.054942453963061015,0.054942453963061015
cat__zip_code_group_10036,-0.0543255804135802,0.0543255804135802
cat__zip_code_10036,-0.0543255804135802,0.0543255804135802
cat__vehicle_type_code_1_van,-0.05408505263781497,0.05408505263781497
cat__zip_code_11379,0.05239943110694346,0.05239943110694346
cat__zip_code_10006,-0.051747276552012694,0.051747276552012694
num__has_cross_street,0.049114434589176595,0.049114434589176595
cat__vehicle_type_code_1_subn,-0.048165625898519304,0.048165625898519304
cat__vehicle_type_code_2_van,0.04784762923385971,0.04784762923385971
num__crash_month,0.04744052054494798,0.04744052054494798
cat__zip_code_10460,-0.046789143103164205,0.046789143103164205
cat__zip_code_group_10460,-0.046789143103164205,0.046789143103164205
num__is_late_night,0.04673947084710408,0.04673947084710408
cat__zip_code_11212,0.04561211946964381,0.04561211946964381
cat__zip_code_group_11212,0.04561211946964381,0.04561211946964381
cat__vehicle_type_code_3_tractor truck diesel,-0.04560923496699312,0.04560923496699312
cat__zip_code_11358,-0.04511347345707968,0.04511347345707968
cat__zip_code_11103,-0.04474433059641186,0.04474433059641186
num__person_occupant_count,0.043657688952954146,0.043657688952954146
cat__vehicle_type_code_4_flat bed,0.04346295289310142,0.04346295289310142
cat__vehicle_type_code_5_e-bike,0.042840988213411285,0.042840988213411285
cat__zip_code_11385,-0.04223171787522824,0.04223171787522824
cat__zip_code_group_11385,-0.04223171787522824,0.04223171787522824
cat__zip_code_11219,0.04214594600494058,0.04214594600494058
cat__zip_code_group_11219,0.04214594600494058,0.04214594600494058
cat__borough_bronx,0.042071444951908184,0.042071444951908184
num__safety_none_unknown_count,-0.04182621935700637,0.04182621935700637
cat__contributing_factor_vehicle_4_unspecified,-0.04151728753240648,0.04151728753240648
cat__contributing_factor_vehicle_3_driver inexperience,0.04111728948954859,0.04111728948954859
cat__zip_code_11435,-0.040218894288417434,0.040218894288417434
cat__zip_code_group_11435,-0.04021889428841741,0.04021889428841741
cat__zip_code_10305,-0.039263963850996154,0.039263963850996154
num__crash_minute,0.03893759171329275,0.03893759171329275
cat__contributing_factor_vehicle_5_driver inattention/distraction,0.038108231566266394,0.038108231566266394
num__person_age_mean,0.03806869421002507,0.03806869421002507
cat__vehicle_type_code_2_motorscooter,0.03728340427382555,0.03728340427382555
cat__zip_code_10179,-0.03705760730100364,0.03705760730100364
num__has_merging_precrash,-0.036468657142824906,0.036468657142824906
cat__zip_code_group_11233,0.03524445823472904,0.03524445823472904
cat__zip_code_11233,0.03524445823472904,0.03524445823472904
num__person_unknown_sex_count,0.03490239459378474,0.03490239459378474
cat__contributing_factor_vehicle_4_unsafe lane changing,-0.03482905965478726,0.03482905965478726
cat__zip_code_11364,0.034422293165495624,0.034422293165495624
num__crash_hour,0.033350768547774474,0.033350768547774474
cat__contributing_factor_vehicle_3_alcohol involvement,-0.033159743287992684,0.033159743287992684
cat__zip_code_group_11213,0.03280626704020658,0.03280626704020658
cat__zip_code_11213,0.03280626704020658,0.03280626704020658
cat__contributing_factor_vehicle_3_pavement slippery,0.032107113571336776,0.032107113571336776
cat__contributing_factor_vehicle_5_other vehicular,0.03078229063327176,0.03078229063327176
cat__zip_code_10029,0.030550499332895345,0.030550499332895345
cat__zip_code_group_10029,0.030550499332895345,0.030550499332895345
num__driver_female_share,-0.03041395590542091,0.03041395590542091
cat__zip_code_11432,-0.029873372529885846,0.029873372529885846
cat__zip_code_group_11432,-0.029873372529885846,0.029873372529885846
cat__zip_code_11692,-0.02963789055775309,0.02963789055775309
num__is_rush_hour,-0.02932737840174081,0.02932737840174081
num__person_age_sum,-0.02924541501942867,0.02924541501942867
cat__vehicle_type_code_5_dump,0.02916515374075042,0.02916515374075042
cat__contributing_factor_vehicle_2_obstruction/debris,0.028924042097394496,0.028924042097394496
cat__zip_code_10048,-0.028526770368147575,0.028526770368147575
cat__zip_code_11362,-0.02808738922796939,0.02808738922796939
cat__zip_code_11355,-0.026979410327781544,0.026979410327781544
cat__vehicle_type_code_3_convertible,-0.02671614573196065,0.02671614573196065
cat__contributing_factor_vehicle_5_unspecified,-0.026499296280178497,0.026499296280178497
cat__vehicle_type_code_1_bus,-0.026323527409028942,0.026323527409028942
num__has_coordinates,0.026200317207329668,0.026200317207329668
num__has_sedan_vehicle,-0.025758359238160725,0.025758359238160725
cat__vehicle_type_code_2_bus,-0.025430819943295532,0.025430819943295532
cat__vehicle_type_code_4_bus,-0.02504082041524429,0.02504082041524429
cat__zip_code_11102,0.02480424628766236,0.02480424628766236
cat__zip_code_10454,0.024560927968916457,0.024560927968916457
cat__contributing_factor_vehicle_2_failure to yield right-of-way,-0.023198215096665,0.023198215096665
num__has_stopped_precrash,0.022762666850419565,0.022762666850419565
cat__contributing_factor_vehicle_1_failure to yield right-of-way,0.022581408772722387,0.022581408772722387
cat__contributing_factor_vehicle_1_pavement slippery,-0.02256923921681231,0.02256923921681231
cat__contributing_factor_vehicle_4_pavement defective,0.022521099869445952,0.022521099869445952
cat__vehicle_type_code_4_multi-wheeled vehicle,0.020885733232142534,0.020885733232142534
num__has_turning_precrash,0.020772111148190147,0.020772111148190147
cat__zip_code_group_11234,0.02055098333174295,0.02055098333174295
cat__zip_code_11234,0.02055098333174295,0.02055098333174295
cat__vehicle_type_code_1_other,0.020341699331153845,0.020341699331153845
cat__vehicle_type_code_3_4 dr sedan,0.020115810253455886,0.020115810253455886
cat__contributing_factor_vehicle_1_passenger distraction,-0.02009067411424082,0.02009067411424082
num__crash_dayofweek,-0.019573759544466603,0.019573759544466603
cat__contributing_factor_vehicle_3_unsafe speed,0.019156255007857517,0.019156255007857517
cat__zip_code_11228,0.017247841578526057,0.017247841578526057
cat__contributing_factor_vehicle_2_driver inexperience,-0.01710138086579919,0.01710138086579919
cat__vehicle_type_code_2_tanker,-0.016884956843775962,0.016884956843775962
cat__zip_code_group_11377,0.01643227528019734,0.01643227528019734
cat__zip_code_11377,0.01643227528019734,0.01643227528019734
cat__zip_code_11434,0.015385247471015946,0.015385247471015946
cat__zip_code_group_11434,0.015385247471015946,0.015385247471015946
cat__vehicle_type_code_4_unknown,0.015182256748067759,0.015182256748067759
cat__zip_code_group_unknown,0.015042429372879446,0.015042429372879446
cat__contributing_factor_vehicle_1_following too closely,0.014486509689581453,0.014486509689581453
cat__zip_code_11221,-0.013161663885700694,0.013161663885700694
cat__zip_code_group_11221,-0.013161663885700694,0.013161663885700694
cat__zip_code_11231,-0.013037549350446565,0.013037549350446565
cat__zip_code_10463,-0.012985570138213647,0.012985570138213647
cat__zip_code_11216,0.011603473580683766,0.011603473580683766
cat__vehicle_type_code_2_flat bed,-0.01133586637451841,0.01133586637451841
cat__zip_code_10162,-0.01132060144744436,0.01132060144744436
cat__contributing_factor_vehicle_2_other,0.010871827138588808,0.010871827138588808
cat__vehicle_type_code_1_convertible,0.008585640116436158,0.008585640116436158
num__has_suv_vehicle,-0.008532239594576562,0.008532239594576562
cat__zip_code_10171,-0.007852450464861462,0.007852450464861462
cat__zip_code_group_10455,-0.006366684855075464,0.006366684855075464
cat__zip_code_10455,-0.006366684855075464,0.006366684855075464
num__is_weekend,-0.006184491325148579,0.006184491325148579
cat__contributing_factor_vehicle_4_other vehicular,0.006051970846410662,0.006051970846410662
cat__zip_code_10312,0.005933305494326481,0.005933305494326481
cat__contributing_factor_vehicle_2_driver inattention/distraction,-0.005347547780233023,0.005347547780233023
cat__zip_code_group_10468,-0.00499103037640953,0.00499103037640953
cat__zip_code_10468,-0.00499103037640953,0.00499103037640953
num__person_senior_count,-0.0033863139975775693,0.0033863139975775693
cat__vehicle_type_code_2_dump,-0.003233930407435545,0.003233930407435545
cat__contributing_factor_vehicle_3_failure to yield right-of-way,0.0029000292943847355,0.0029000292943847355
cat__zip_code_group_11220,0.0028788268091663777,0.0028788268091663777
cat__zip_code_11220,0.0028788268091663777,0.0028788268091663777
num__has_truck_vehicle,0.0025094231417682614,0.0025094231417682614
num__person_senior_share,-0.0022848730330952485,0.0022848730330952485
cat__contributing_factor_vehicle_2_failure to keep right,0.0015515640895181373,0.0015515640895181373
cat__contributing_factor_vehicle_2_other vehicular,0.0007248163312583635,0.0007248163312583635
cat__borough_brooklyn,0.0006749336084819965,0.0006749336084819965
num__has_taxi_vehicle,-0.0006237254144221363,0.0006237254144221363
num__person_bicyclist_share,-0.00018339889179027767,0.00018339889179027767
cat__contributing_factor_vehicle_4_passenger distraction,1.019786917378964e-05,1.019786917378964e-05
